"*Beginning for the 2015-16 season, reports from public health and clinical laboratories are presented separately in the weekly influenza update, FluView.  Data presented from public health laboratories include the weekly total number of specimens tested, the number of positive influenza tests, and the number by influenza virus type, subtype, and influenza B lineage."
REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,A (2009 H1N1),A (H3),A (Subtyping not Performed),B,BVic,BYam,H3N2v
Census Regions,East North Central,2017,47,199,1,51,0,0,0,5,0
Census Regions,West North Central,2017,47,230,5,62,0,0,0,8,0
Census Regions,South Atlantic,2017,47,276,7,24,0,3,0,3,0
Census Regions,East South Central,2017,47,63,1,3,0,0,0,1,0
Census Regions,West South Central,2017,47,56,11,8,0,0,0,2,0
Census Regions,Mountain,2017,47,216,10,138,0,0,0,20,0
Census Regions,Pacific,2017,47,413,4,136,2,5,5,12,0
Census Regions,New England,2017,48,58,2,13,0,0,0,3,0
Census Regions,Mid-Atlantic,2017,48,157,2,64,0,0,0,9,0
Census Regions,East North Central,2017,48,288,3,81,3,3,1,12,0
Census Regions,West North Central,2017,48,319,2,102,0,0,0,21,1
Census Regions,South Atlantic,2017,48,406,10,72,0,7,0,8,0
Census Regions,East South Central,2017,48,131,14,22,5,2,0,6,0
Census Regions,West South Central,2017,48,167,14,48,0,0,0,9,0
Census Regions,Mountain,2017,48,287,11,183,0,1,0,20,0
Census Regions,Pacific,2017,48,556,3,202,3,7,7,20,0
Census Regions,New England,2017,49,72,1,24,0,0,0,0,0
Census Regions,Mid-Atlantic,2017,49,165,1,73,0,3,0,14,0
Census Regions,East North Central,2017,49,413,10,150,0,2,5,17,0
Census Regions,West North Central,2017,49,370,3,156,0,0,0,11,0
Census Regions,South Atlantic,2017,49,526,14,108,0,12,0,10,0
Census Regions,East South Central,2017,49,115,5,19,0,3,0,2,0
Census Regions,West South Central,2017,49,141,13,28,0,2,0,6,0
Census Regions,Mountain,2017,49,364,9,258,0,0,2,27,0
Census Regions,Pacific,2017,49,619,16,239,4,9,9,16,0
Census Regions,New England,2017,50,102,2,40,0,0,1,0,0
Census Regions,Mid-Atlantic,2017,50,243,11,101,0,8,2,18,0
Census Regions,East North Central,2017,50,546,13,217,1,0,2,15,0
Census Regions,West North Central,2017,50,517,9,229,2,0,0,40,0
Census Regions,South Atlantic,2017,50,554,16,135,0,6,2,15,0
Census Regions,East South Central,2017,50,126,21,29,7,0,1,7,0
Census Regions,West South Central,2017,50,160,27,28,0,1,0,8,0
Census Regions,Mountain,2017,50,508,9,351,0,2,7,42,0
Census Regions,Pacific,2017,50,802,29,385,1,22,21,29,0
Census Regions,New England,2017,51,110,1,55,0,1,0,9,0
Census Regions,Mid-Atlantic,2017,51,225,5,119,0,8,1,10,0
Census Regions,East North Central,2017,51,709,38,333,1,0,3,34,0
Census Regions,West North Central,2017,51,653,11,356,2,0,1,34,0
Census Regions,South Atlantic,2017,51,721,60,268,2,12,5,44,0
Census Regions,East South Central,2017,51,259,21,107,6,1,0,8,0
Census Regions,West South Central,2017,51,231,28,83,2,11,0,11,0
Census Regions,Mountain,2017,51,682,18,510,1,0,7,60,0
Census Regions,Pacific,2017,51,1225,58,660,5,45,22,48,0
Census Regions,New England,2017,52,192,9,110,1,0,0,14,0
Census Regions,Mid-Atlantic,2017,52,272,20,131,0,7,0,28,0
Census Regions,East North Central,2017,52,632,37,316,0,5,2,36,0
Census Regions,West North Central,2017,52,805,7,499,9,3,2,36,0
Census Regions,South Atlantic,2017,52,802,91,324,0,3,5,48,0
Census Regions,East South Central,2017,52,156,9,46,1,3,0,7,0
Census Regions,West South Central,2017,52,135,16,32,1,15,0,7,0
Census Regions,Mountain,2017,52,844,34,593,0,0,5,110,0
Census Regions,Pacific,2017,52,1586,56,933,17,64,21,86,0
Census Regions,New England,2018,1,262,6,140,0,0,1,25,0
Census Regions,Mid-Atlantic,2018,1,372,32,192,2,6,0,31,0
Census Regions,East North Central,2018,1,748,39,400,0,7,0,49,0
Census Regions,West North Central,2018,1,916,17,527,5,1,3,44,0
Census Regions,South Atlantic,2018,1,900,78,357,1,10,4,69,0
Census Regions,East South Central,2018,1,272,33,70,0,5,0,12,0
Census Regions,West South Central,2018,1,196,17,54,0,7,0,13,0
Census Regions,Mountain,2018,1,919,32,590,8,5,9,120,0
Census Regions,Pacific,2018,1,1825,66,965,23,124,28,100,0
Census Regions,New England,2018,2,348,12,171,2,4,1,35,0
Census Regions,Mid-Atlantic,2018,2,455,29,194,2,10,4,43,0
Census Regions,East North Central,2018,2,769,51,416,2,6,1,52,0
Census Regions,West North Central,2018,2,992,18,545,10,2,4,57,0
Census Regions,South Atlantic,2018,2,1123,109,501,5,22,4,61,0
Census Regions,East South Central,2018,2,319,31,130,8,5,0,22,0
Census Regions,West South Central,2018,2,332,30,98,0,13,0,33,0
Census Regions,Mountain,2018,2,771,33,445,0,5,5,118,0
Census Regions,Pacific,2018,2,1810,80,836,41,96,23,113,0
Census Regions,New England,2018,3,392,30,208,0,3,1,39,0
Census Regions,Mid-Atlantic,2018,3,432,28,191,0,19,4,39,0
Census Regions,East North Central,2018,3,730,47,319,0,8,1,56,0
Census Regions,West North Central,2018,3,1017,27,596,9,1,4,79,0
Census Regions,South Atlantic,2018,3,1144,116,477,2,23,6,79,0
Census Regions,East South Central,2018,3,326,19,108,6,13,0,13,0
Census Regions,West South Central,2018,3,235,22,78,0,15,0,17,0
Census Regions,Mountain,2018,3,662,33,340,0,4,16,111,0
Census Regions,Pacific,2018,3,1355,84,410,33,103,15,103,0
Census Regions,New England,2018,4,548,44,257,0,0,2,80,0
Census Regions,Mid-Atlantic,2018,4,527,41,259,1,24,3,56,0
Census Regions,East North Central,2018,4,736,59,290,0,8,1,67,0
Census Regions,West North Central,2018,4,949,47,491,9,1,2,86,0
Census Regions,South Atlantic,2018,4,1545,166,639,9,48,22,117,0
Census Regions,East South Central,2018,4,379,29,90,9,15,0,37,0
Census Regions,West South Central,2018,4,322,38,89,1,20,1,25,0
Census Regions,Mountain,2018,4,718,48,293,0,11,8,160,0
Census Regions,Pacific,2018,4,1199,68,341,9,104,19,90,0
Census Regions,New England,2018,5,455,39,193,0,3,7,53,0
Census Regions,Mid-Atlantic,2018,5,568,38,282,2,37,5,35,0
Census Regions,East North Central,2018,5,840,50,288,0,18,2,94,0
Census Regions,West North Central,2018,5,922,40,444,8,12,6,82,0
Census Regions,South Atlantic,2018,5,1647,214,604,7,68,13,137,0
Census Regions,East South Central,2018,5,384,24,94,14,18,1,34,0
Census Regions,West South Central,2018,5,374,23,77,0,36,0,47,0
Census Regions,Mountain,2018,5,690,45,217,0,20,24,188,0
Census Regions,Pacific,2018,5,1176,69,295,10,94,33,134,0
Census Regions,New England,2018,6,438,36,173,0,4,8,69,0
Census Regions,Mid-Atlantic,2018,6,544,45,237,1,35,13,53,0
Census Regions,East North Central,2018,6,760,83,244,1,24,4,116,0
Census Regions,West North Central,2018,6,719,34,317,7,4,5,79,0
Census Regions,South Atlantic,2018,6,1638,202,529,2,78,24,185,0
Census Regions,East South Central,2018,6,345,33,75,7,32,1,56,0
Census Regions,West South Central,2018,6,314,8,49,0,34,1,23,0
Census Regions,Mountain,2018,6,593,29,174,2,14,30,192,0
Census Regions,Pacific,2018,6,1141,74,242,12,104,27,158,0
Census Regions,New England,2018,7,359,28,116,0,3,8,67,0
Census Regions,Mid-Atlantic,2018,7,525,43,202,2,31,11,73,0
Census Regions,East North Central,2018,7,652,66,169,0,25,4,101,0
Census Regions,West North Central,2018,7,639,32,237,12,4,5,106,0
Census Regions,South Atlantic,2018,7,1426,176,414,4,56,41,224,0
Census Regions,East South Central,2018,7,195,15,47,2,11,2,48,0
Census Regions,West South Central,2018,7,243,9,32,1,28,0,21,0
Census Regions,Mountain,2018,7,467,39,119,0,11,27,157,0
Census Regions,Pacific,2018,7,1002,87,175,3,82,17,134,0
Census Regions,New England,2018,8,334,15,121,0,8,6,52,0
Census Regions,Mid-Atlantic,2018,8,436,23,136,1,35,11,63,0
Census Regions,East North Central,2018,8,589,38,125,0,28,2,132,0
Census Regions,West North Central,2018,8,592,28,195,6,3,10,131,0
Census Regions,South Atlantic,2018,8,1057,113,287,0,41,40,186,0
Census Regions,East South Central,2018,8,289,16,38,2,19,2,67,0
Census Regions,West South Central,2018,8,158,3,10,0,23,0,14,0
Census Regions,Mountain,2018,8,385,26,63,1,4,32,158,0
Census Regions,Pacific,2018,8,706,44,98,9,84,13,88,0
Census Regions,New England,2018,9,246,27,51,1,11,4,31,0
Census Regions,Mid-Atlantic,2018,9,301,16,84,0,26,4,40,0
Census Regions,East North Central,2018,9,410,25,80,1,22,0,65,0
Census Regions,West North Central,2018,9,469,26,111,3,5,8,126,0
Census Regions,South Atlantic,2018,9,700,70,130,1,26,37,91,0
Census Regions,East South Central,2018,9,146,6,8,0,11,1,25,0
Census Regions,West South Central,2018,9,211,2,18,0,24,0,12,0
Census Regions,Mountain,2018,9,352,27,41,1,10,23,170,0
Census Regions,Pacific,2018,9,745,47,65,5,69,11,139,0
Census Regions,New England,2018,10,158,6,17,2,1,14,39,0
Census Regions,Mid-Atlantic,2018,10,285,13,64,6,14,3,42,0
Census Regions,East North Central,2018,10,325,10,46,1,25,0,62,0
Census Regions,West North Central,2018,10,367,12,85,1,1,9,103,0
Census Regions,South Atlantic,2018,10,585,41,73,3,21,24,80,0
Census Regions,East South Central,2018,10,108,2,3,0,7,3,17,0
Census Regions,West South Central,2018,10,123,1,6,0,10,0,7,0
Census Regions,Mountain,2018,10,280,26,27,1,1,22,133,0
Census Regions,Pacific,2018,10,826,33,90,11,92,13,163,0
Census Regions,New England,2018,11,101,5,17,0,0,12,29,0
Census Regions,Mid-Atlantic,2018,11,194,7,41,4,14,1,28,0
Census Regions,East North Central,2018,11,264,14,23,1,5,0,66,0
Census Regions,West North Central,2018,11,277,16,51,0,6,3,89,0
Census Regions,South Atlantic,2018,11,507,45,71,2,23,20,96,0
Census Regions,East South Central,2018,11,106,4,6,0,14,0,18,0
Census Regions,West South Central,2018,11,121,1,12,0,11,0,13,0
Census Regions,Mountain,2018,11,276,31,17,5,1,27,105,0
Census Regions,Pacific,2018,11,683,65,39,13,100,7,98,0
Census Regions,New England,2018,12,114,6,15,1,9,6,20,0
Census Regions,Mid-Atlantic,2018,12,166,6,22,1,7,0,33,0
Census Regions,East North Central,2018,12,299,10,32,1,4,0,77,0
Census Regions,West North Central,2018,12,312,15,39,0,4,10,80,0
Census Regions,South Atlantic,2018,12,404,19,54,2,6,9,97,0
Census Regions,East South Central,2018,12,94,3,2,0,13,2,19,0
Census Regions,West South Central,2018,12,111,0,2,0,6,2,3,0
Census Regions,Mountain,2018,12,217,23,24,0,4,20,89,0
Census Regions,Pacific,2018,12,531,38,44,5,76,3,49,0
Census Regions,New England,2018,13,146,18,17,0,1,5,32,0
Census Regions,Mid-Atlantic,2018,13,149,5,26,0,11,1,28,0
Census Regions,East North Central,2018,13,254,15,29,0,10,1,69,0
Census Regions,West North Central,2018,13,289,12,39,2,2,16,87,0
Census Regions,South Atlantic,2018,13,421,33,47,1,12,25,98,0
Census Regions,East South Central,2018,13,59,0,5,0,3,1,22,0
Census Regions,West South Central,2018,13,69,2,3,0,5,0,4,0
Census Regions,Mountain,2018,13,129,13,7,0,2,10,65,0
Census Regions,Pacific,2018,13,449,34,47,5,61,3,50,0
Census Regions,New England,2018,14,112,11,14,0,6,5,17,0
Census Regions,Mid-Atlantic,2018,14,154,3,26,0,10,5,26,0
Census Regions,East North Central,2018,14,281,8,16,1,5,2,77,0
Census Regions,West North Central,2018,14,274,11,23,3,1,8,75,0
Census Regions,South Atlantic,2018,14,352,22,34,1,3,18,65,0
Census Regions,East South Central,2018,14,50,0,1,0,1,1,11,0
Census Regions,West South Central,2018,14,71,2,5,0,3,1,1,0
Census Regions,Mountain,2018,14,135,9,7,0,1,11,59,0
Census Regions,Pacific,2018,14,477,54,37,2,42,3,74,0
Census Regions,New England,2018,15,74,11,5,0,0,3,10,0
Census Regions,Mid-Atlantic,2018,15,116,12,14,0,8,2,23,0
Census Regions,East North Central,2018,15,256,12,14,0,6,3,51,0
Census Regions,West North Central,2018,15,213,11,24,0,1,4,65,0
Census Regions,South Atlantic,2018,15,343,20,26,0,11,17,39,0
Census Regions,East South Central,2018,15,24,0,0,0,0,2,2,0
Census Regions,West South Central,2018,15,58,2,0,0,3,0,1,0
Census Regions,Mountain,2018,15,92,5,4,0,1,3,45,0
Census Regions,Pacific,2018,15,305,28,15,2,24,6,61,0
Census Regions,New England,2018,16,56,2,4,0,0,2,11,0
Census Regions,Mid-Atlantic,2018,16,121,7,14,0,7,3,22,0
Census Regions,East North Central,2018,16,144,4,5,0,3,0,27,0
Census Regions,West North Central,2018,16,171,5,12,0,1,9,48,0
Census Regions,South Atlantic,2018,16,262,9,25,0,6,20,31,0
Census Regions,East South Central,2018,16,16,1,0,0,2,0,2,0
Census Regions,West South Central,2018,16,45,1,0,0,3,0,2,0
Census Regions,Mountain,2018,16,86,6,5,0,3,4,34,0
Census Regions,Pacific,2018,16,273,16,21,0,20,5,34,0
Census Regions,New England,2018,17,39,2,2,0,6,2,2,0
Census Regions,Mid-Atlantic,2018,17,112,12,11,0,11,5,15,0
Census Regions,East North Central,2018,17,138,2,2,0,2,3,21,0
Census Regions,West North Central,2018,17,153,8,11,0,1,4,36,0
Census Regions,South Atlantic,2018,17,247,6,7,0,9,4,31,0
Census Regions,East South Central,2018,17,22,1,0,0,2,0,0,0
Census Regions,West South Central,2018,17,44,1,1,0,1,1,3,0
Census Regions,Mountain,2018,17,68,5,9,0,0,9,18,0
Census Regions,Pacific,2018,17,205,19,10,1,21,0,12,0
Census Regions,New England,2018,18,37,0,0,0,1,0,6,0
Census Regions,Mid-Atlantic,2018,18,83,8,7,1,3,0,18,0
Census Regions,East North Central,2018,18,120,3,1,0,2,1,31,0
Census Regions,West North Central,2018,18,123,2,10,0,0,4,34,0
Census Regions,South Atlantic,2018,18,172,3,2,0,2,7,10,0
Census Regions,East South Central,2018,18,6,1,0,0,0,0,0,0
Census Regions,West South Central,2018,18,35,0,0,0,1,1,1,0
Census Regions,Mountain,2018,18,45,4,1,0,0,0,20,0
Census Regions,Pacific,2018,18,210,19,10,1,14,1,17,0
Census Regions,New England,2018,19,16,0,2,0,1,0,1,0
Census Regions,Mid-Atlantic,2018,19,49,3,5,0,1,1,5,0
Census Regions,East North Central,2018,19,73,0,1,0,0,0,9,0
Census Regions,West North Central,2018,19,66,4,5,0,0,1,9,0
Census Regions,South Atlantic,2018,19,142,2,2,0,1,2,13,0
Census Regions,East South Central,2018,19,6,0,0,0,0,0,1,0
Census Regions,West South Central,2018,19,32,0,0,0,0,0,1,0
Census Regions,Mountain,2018,19,39,2,3,0,1,2,12,0
Census Regions,Pacific,2018,19,176,5,2,0,4,0,17,0
Census Regions,New England,2018,20,8,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2018,20,31,6,3,0,1,2,0,0
Census Regions,East North Central,2018,20,74,1,2,0,0,0,4,0
Census Regions,West North Central,2018,20,43,1,1,0,0,0,4,0
Census Regions,South Atlantic,2018,20,117,3,0,0,0,3,6,0
Census Regions,East South Central,2018,20,7,0,1,0,0,0,0,0
Census Regions,West South Central,2018,20,32,0,0,0,3,0,0,0
Census Regions,Mountain,2018,20,29,3,2,0,0,1,6,0
Census Regions,Pacific,2018,20,123,2,1,0,6,0,7,0
Census Regions,New England,2018,21,6,0,1,0,0,0,0,0
Census Regions,Mid-Atlantic,2018,21,27,2,2,0,0,1,2,0
Census Regions,East North Central,2018,21,59,2,0,0,0,0,2,0
Census Regions,West North Central,2018,21,19,0,0,0,0,0,1,0
Census Regions,South Atlantic,2018,21,75,5,1,0,0,1,5,0
Census Regions,East South Central,2018,21,4,0,0,0,0,0,0,0
Census Regions,West South Central,2018,21,23,0,0,0,0,0,1,0
Census Regions,Mountain,2018,21,21,9,1,0,0,1,3,0
Census Regions,Pacific,2018,21,110,0,1,0,8,1,6,0
Census Regions,New England,2018,22,5,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2018,22,11,1,1,0,0,0,0,0
Census Regions,East North Central,2018,22,33,2,0,0,0,1,1,0
Census Regions,West North Central,2018,22,28,1,0,0,0,0,2,0
Census Regions,South Atlantic,2018,22,60,3,0,0,0,0,2,0
Census Regions,East South Central,2018,22,6,0,0,0,0,0,0,0
Census Regions,West South Central,2018,22,20,0,1,0,0,0,0,0
Census Regions,Mountain,2018,22,15,0,1,0,0,1,1,0
Census Regions,Pacific,2018,22,87,1,2,0,2,0,5,0
Census Regions,New England,2018,23,7,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2018,23,15,0,1,0,0,1,1,0
Census Regions,East North Central,2018,23,34,2,0,0,0,0,1,0
Census Regions,West North Central,2018,23,14,0,0,0,0,0,0,0
Census Regions,South Atlantic,2018,23,53,1,0,0,0,0,0,0
Census Regions,East South Central,2018,23,13,0,0,0,0,0,0,0
Census Regions,West South Central,2018,23,26,0,0,0,0,0,0,0
Census Regions,Mountain,2018,23,16,1,0,0,0,2,1,0
Census Regions,Pacific,2018,23,108,3,2,0,3,0,6,0
Census Regions,New England,2018,24,1,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2018,24,13,0,2,0,0,0,1,0
Census Regions,East North Central,2018,24,36,0,0,0,0,0,0,0
Census Regions,West North Central,2018,24,20,0,0,0,0,0,0,0
Census Regions,South Atlantic,2018,24,81,5,0,0,0,0,1,0
Census Regions,East South Central,2018,24,18,0,0,0,0,0,0,0
Census Regions,West South Central,2018,24,13,0,0,0,1,0,0,0
Census Regions,Mountain,2018,24,15,0,0,0,0,2,2,0
Census Regions,Pacific,2018,24,86,1,1,0,1,1,4,0
Census Regions,New England,2018,25,9,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2018,25,6,1,0,0,0,1,1,0
Census Regions,East North Central,2018,25,21,0,1,0,0,0,0,1
Census Regions,West North Central,2018,25,15,0,0,0,0,0,0,0
Census Regions,South Atlantic,2018,25,51,0,0,0,0,1,0,0
Census Regions,East South Central,2018,25,3,0,0,0,0,0,0,0
Census Regions,West South Central,2018,25,17,0,0,0,0,0,0,0
Census Regions,Mountain,2018,25,17,0,0,0,0,0,1,0
Census Regions,Pacific,2018,25,74,0,2,0,0,1,4,0
Census Regions,New England,2018,26,0,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2018,26,11,0,0,0,0,0,0,0
Census Regions,East North Central,2018,26,23,1,2,0,0,0,0,0
Census Regions,West North Central,2018,26,17,0,0,0,0,0,0,0
Census Regions,South Atlantic,2018,26,42,1,0,0,0,0,0,0
Census Regions,East South Central,2018,26,3,0,0,0,0,0,0,0
Census Regions,West South Central,2018,26,16,0,0,0,0,0,0,0
Census Regions,Mountain,2018,26,11,0,1,0,0,0,0,0
Census Regions,Pacific,2018,26,74,0,3,0,0,0,1,0
Census Regions,New England,2018,27,3,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2018,27,13,2,3,0,0,0,2,0
Census Regions,East North Central,2018,27,19,0,0,0,0,0,1,0
Census Regions,West North Central,2018,27,10,1,0,0,0,0,0,0
Census Regions,South Atlantic,2018,27,37,4,0,0,1,0,0,0
Census Regions,East South Central,2018,27,1,0,0,0,0,0,0,0
Census Regions,West South Central,2018,27,14,0,0,0,0,0,1,0
Census Regions,Mountain,2018,27,8,1,0,0,0,0,0,0
Census Regions,Pacific,2018,27,26,1,2,0,0,0,2,0
Census Regions,New England,2018,28,5,1,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2018,28,12,3,6,0,0,0,0,0
Census Regions,East North Central,2018,28,29,1,2,0,0,0,0,0
Census Regions,West North Central,2018,28,20,0,0,0,0,0,0,0
Census Regions,South Atlantic,2018,28,52,1,0,0,0,1,2,0
Census Regions,East South Central,2018,28,3,0,0,0,0,0,0,0
Census Regions,West South Central,2018,28,8,0,0,0,0,0,0,0
Census Regions,Mountain,2018,28,7,0,0,0,0,1,0,0
Census Regions,Pacific,2018,28,40,2,1,0,1,0,1,0
Census Regions,New England,2018,29,2,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2018,29,11,0,0,0,1,1,2,0
Census Regions,East North Central,2018,29,24,3,1,0,0,0,0,0
Census Regions,West North Central,2018,29,17,1,1,0,0,1,0,0
Census Regions,South Atlantic,2018,29,27,3,0,0,0,0,1,0
Census Regions,East South Central,2018,29,5,0,0,0,0,0,0,0
Census Regions,West South Central,2018,29,21,2,1,0,1,0,0,0
Census Regions,Mountain,2018,29,16,2,0,0,1,0,0,0
Census Regions,Pacific,2018,29,51,4,2,0,0,0,1,0
Census Regions,New England,2018,30,2,0,1,0,0,0,0,0
Census Regions,Mid-Atlantic,2018,30,18,3,0,0,0,0,0,0
Census Regions,East North Central,2018,30,31,0,0,1,0,0,0,0
Census Regions,West North Central,2018,30,14,0,0,0,0,0,0,0
Census Regions,South Atlantic,2018,30,40,3,0,0,0,2,0,0
Census Regions,East South Central,2018,30,10,0,0,0,0,0,0,0
Census Regions,West South Central,2018,30,20,1,0,0,0,0,0,0
Census Regions,Mountain,2018,30,12,0,0,0,0,0,0,0
Census Regions,Pacific,2018,30,96,2,2,3,0,0,0,0
Census Regions,New England,2018,31,2,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2018,31,6,1,0,0,0,0,0,0
Census Regions,East North Central,2018,31,35,1,6,2,0,0,0,0
Census Regions,West North Central,2018,31,12,0,0,0,0,0,0,0
Census Regions,South Atlantic,2018,31,30,1,0,0,0,0,0,0
Census Regions,East South Central,2018,31,1,0,0,0,0,0,0,0
Census Regions,West South Central,2018,31,18,1,0,0,0,0,0,0
Census Regions,Mountain,2018,31,11,0,0,0,0,0,0,0
Census Regions,Pacific,2018,31,70,3,4,1,0,0,1,0
Census Regions,New England,2018,32,1,0,1,0,0,0,0,0
Census Regions,Mid-Atlantic,2018,32,9,3,2,0,0,0,0,0
Census Regions,East North Central,2018,32,32,0,1,3,0,0,0,0
Census Regions,West North Central,2018,32,19,0,0,0,0,0,0,0
Census Regions,South Atlantic,2018,32,22,1,1,0,0,0,0,0
Census Regions,East South Central,2018,32,3,0,0,0,0,0,1,0
Census Regions,West South Central,2018,32,11,1,0,0,1,0,0,0
Census Regions,Mountain,2018,32,9,0,0,0,0,0,1,0
Census Regions,Pacific,2018,32,58,1,3,2,0,0,0,0
Census Regions,New England,2018,33,1,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2018,33,6,2,0,0,0,0,0,0
Census Regions,East North Central,2018,33,33,2,2,0,0,0,1,0
Census Regions,West North Central,2018,33,12,0,0,0,0,0,0,0
Census Regions,South Atlantic,2018,33,39,0,0,0,0,0,0,0
Census Regions,East South Central,2018,33,2,0,0,0,0,0,0,0
Census Regions,West South Central,2018,33,19,0,0,0,0,0,0,0
Census Regions,Mountain,2018,33,4,0,1,0,0,0,0,0
Census Regions,Pacific,2018,33,65,1,6,6,1,0,1,0
Census Regions,New England,2018,34,0,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2018,34,15,5,0,0,0,0,0,0
Census Regions,East North Central,2018,34,55,6,9,1,0,0,0,0
Census Regions,West North Central,2018,34,22,2,1,0,0,0,0,0
Census Regions,South Atlantic,2018,34,41,3,0,0,0,0,1,0
Census Regions,East South Central,2018,34,8,0,0,0,0,0,0,0
Census Regions,West South Central,2018,34,32,0,0,0,0,0,0,0
Census Regions,Mountain,2018,34,12,1,0,0,0,0,0,0
Census Regions,Pacific,2018,34,74,0,10,5,1,0,0,0
Census Regions,New England,2018,35,0,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2018,35,23,0,0,0,0,0,1,0
Census Regions,East North Central,2018,35,40,3,2,0,0,0,0,0
Census Regions,West North Central,2018,35,32,0,1,0,0,0,0,0
Census Regions,South Atlantic,2018,35,42,5,0,0,0,0,1,0
Census Regions,East South Central,2018,35,10,0,0,0,0,0,0,0
Census Regions,West South Central,2018,35,27,0,1,0,0,0,0,0
Census Regions,Mountain,2018,35,8,1,0,0,0,0,0,0
Census Regions,Pacific,2018,35,76,1,2,0,0,0,0,0
Census Regions,New England,2018,36,8,1,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2018,36,37,2,1,0,1,0,0,0
Census Regions,East North Central,2018,36,31,0,6,0,0,0,0,0
Census Regions,West North Central,2018,36,49,6,3,0,0,0,0,0
Census Regions,South Atlantic,2018,36,70,0,1,0,0,0,1,0
Census Regions,East South Central,2018,36,9,0,0,0,0,0,0,0
Census Regions,West South Central,2018,36,29,1,0,0,0,0,0,0
Census Regions,Mountain,2018,36,31,3,1,0,0,0,0,0
Census Regions,Pacific,2018,36,87,4,5,0,0,0,0,0
Census Regions,New England,2018,37,2,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2018,37,19,3,0,0,0,0,0,0
Census Regions,East North Central,2018,37,89,3,1,0,0,0,0,0
Census Regions,West North Central,2018,37,53,5,2,0,0,0,0,0
Census Regions,South Atlantic,2018,37,81,3,0,0,0,0,0,0
Census Regions,East South Central,2018,37,8,0,0,0,0,0,0,0
Census Regions,West South Central,2018,37,56,1,0,0,0,0,0,0
Census Regions,Mountain,2018,37,21,7,0,0,0,0,0,0
Census Regions,Pacific,2018,37,117,7,11,0,0,1,5,0
Census Regions,New England,2018,38,8,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2018,38,55,4,1,1,0,1,0,0
Census Regions,East North Central,2018,38,96,3,2,0,0,0,1,0
Census Regions,West North Central,2018,38,48,1,1,1,1,0,1,0
Census Regions,South Atlantic,2018,38,140,6,2,0,0,0,0,0
Census Regions,East South Central,2018,38,13,0,0,0,0,0,0,0
Census Regions,West South Central,2018,38,55,4,3,0,0,0,0,0
Census Regions,Mountain,2018,38,29,1,0,0,0,0,0,0
Census Regions,Pacific,2018,38,91,3,8,0,1,0,0,0
Census Regions,New England,2018,39,18,1,1,0,0,0,0,0
Census Regions,Mid-Atlantic,2018,39,30,0,0,0,0,0,0,0
Census Regions,East North Central,2018,39,112,6,3,0,0,0,0,0
Census Regions,West North Central,2018,39,44,1,0,0,0,0,0,0
Census Regions,South Atlantic,2018,39,106,6,3,0,0,0,0,0
Census Regions,East South Central,2018,39,13,1,0,0,0,0,0,0
Census Regions,West South Central,2018,39,49,0,1,0,0,0,0,0
Census Regions,Mountain,2018,39,23,2,1,0,0,0,2,0
Census Regions,Pacific,2018,39,166,3,4,0,0,0,1,0
Census Regions,New England,2018,40,27,1,0,0,0,0,1,0
Census Regions,Mid-Atlantic,2018,40,52,5,1,0,0,0,0,0
Census Regions,East North Central,2018,40,180,2,1,0,0,0,0,0
Census Regions,West North Central,2018,40,73,3,3,0,0,0,1,0
Census Regions,South Atlantic,2018,40,201,5,1,0,0,7,1,0
Census Regions,East South Central,2018,40,24,1,0,1,0,0,0,0
Census Regions,West South Central,2018,40,60,1,0,0,0,0,0,0
Census Regions,Mountain,2018,40,42,8,1,1,0,0,5,0
Census Regions,Pacific,2018,40,142,3,4,6,0,0,3,0
Census Regions,New England,2018,41,33,1,4,0,0,0,0,0
Census Regions,Mid-Atlantic,2018,41,44,9,0,0,0,0,0,0
Census Regions,East North Central,2018,41,154,10,0,0,0,0,0,0
Census Regions,West North Central,2018,41,89,6,0,0,0,0,0,0
Census Regions,South Atlantic,2018,41,221,12,1,0,1,2,2,0
Census Regions,East South Central,2018,41,54,0,0,1,0,0,0,0
Census Regions,West South Central,2018,41,66,1,0,0,0,1,0,0
Census Regions,Mountain,2018,41,59,8,2,0,0,0,1,0
Census Regions,Pacific,2018,41,198,5,4,7,4,0,2,0
Census Regions,New England,2018,42,37,4,1,0,0,1,0,0
Census Regions,Mid-Atlantic,2018,42,60,6,2,1,0,0,0,0
