"*Beginning for the 2015-16 season, reports from public health and clinical laboratories are presented separately in the weekly influenza update, FluView. Data from clinical laboratories include the weekly total number of specimens tested, the number of positive influenza test, and the percent positive by influenza type."
REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B
HHS Regions,Region 4,2019,27,2209,60,58,5.34178,2.71616,2.62562
HHS Regions,Region 5,2019,27,1476,17,3,1.35501,1.15176,0.203252
HHS Regions,Region 6,2019,27,1062,17,7,2.25989,1.60075,0.659134
HHS Regions,Region 7,2019,27,530,3,1,0.754717,0.566038,0.188679
HHS Regions,Region 8,2019,27,534,6,2,1.49813,1.1236,0.374532
HHS Regions,Region 9,2019,27,555,6,13,3.42342,1.08108,2.34234
HHS Regions,Region 10,2019,27,397,5,1,1.51134,1.25945,0.251889
HHS Regions,Region 1,2019,28,458,3,0,0.655022,0.655022,0
HHS Regions,Region 2,2019,28,1085,5,0,0.460829,0.460829,0
HHS Regions,Region 3,2019,28,676,2,0,0.295858,0.295858,0
HHS Regions,Region 4,2019,28,2233,62,56,5.28437,2.77653,2.50784
HHS Regions,Region 5,2019,28,1430,3,2,0.34965,0.20979,0.13986
HHS Regions,Region 6,2019,28,1042,8,2,0.959693,0.767754,0.191939
HHS Regions,Region 7,2019,28,554,0,0,0,0,0
HHS Regions,Region 8,2019,28,602,4,2,0.996678,0.664452,0.332226
HHS Regions,Region 9,2019,28,649,10,18,4.31433,1.54083,2.7735
HHS Regions,Region 10,2019,28,346,5,1,1.7341,1.44509,0.289017
HHS Regions,Region 1,2019,29,396,2,0,0.505051,0.505051,0
HHS Regions,Region 2,2019,29,1047,7,1,0.764088,0.668577,0.095511
HHS Regions,Region 3,2019,29,584,2,0,0.342466,0.342466,0
HHS Regions,Region 4,2019,29,1943,52,62,5.86722,2.67627,3.19094
HHS Regions,Region 5,2019,29,1386,12,3,1.08225,0.865801,0.21645
HHS Regions,Region 6,2019,29,996,16,3,1.90763,1.60643,0.301205
HHS Regions,Region 7,2019,29,562,5,0,0.88968,0.88968,0
HHS Regions,Region 8,2019,29,529,2,0,0.378072,0.378072,0
HHS Regions,Region 9,2019,29,539,2,10,2.22635,0.371058,1.85529
HHS Regions,Region 10,2019,29,357,5,1,1.68067,1.40056,0.280112
HHS Regions,Region 1,2019,30,379,4,0,1.05541,1.05541,0
HHS Regions,Region 2,2019,30,903,6,0,0.664452,0.664452,0
HHS Regions,Region 3,2019,30,617,2,0,0.324149,0.324149,0
HHS Regions,Region 4,2019,30,1975,53,69,6.17722,2.68354,3.49367
HHS Regions,Region 5,2019,30,1297,4,1,0.385505,0.308404,0.077101
HHS Regions,Region 6,2019,30,966,14,4,1.86335,1.44928,0.414079
HHS Regions,Region 7,2019,30,486,2,0,0.411523,0.411523,0
HHS Regions,Region 8,2019,30,514,12,4,3.11284,2.33463,0.77821
HHS Regions,Region 9,2019,30,542,2,7,1.66052,0.369004,1.29151
HHS Regions,Region 10,2019,30,272,5,0,1.83824,1.83824,0
HHS Regions,Region 1,2019,31,330,5,0,1.51515,1.51515,0
HHS Regions,Region 2,2019,31,931,3,1,0.429646,0.322234,0.107411
HHS Regions,Region 3,2019,31,525,1,1,0.380952,0.190476,0.190476
HHS Regions,Region 4,2019,31,2003,60,62,6.09086,2.99551,3.09536
HHS Regions,Region 5,2019,31,1295,11,1,0.926641,0.849421,0.0772201
HHS Regions,Region 6,2019,31,929,10,7,1.82992,1.07643,0.753498
HHS Regions,Region 7,2019,31,497,2,0,0.402414,0.402414,0
HHS Regions,Region 8,2019,31,475,5,2,1.47368,1.05263,0.421053
HHS Regions,Region 9,2019,31,574,1,8,1.56794,0.174216,1.39373
HHS Regions,Region 10,2019,31,322,6,3,2.79503,1.86335,0.931677
HHS Regions,Region 1,2019,32,354,0,2,0.564972,0,0.564972
HHS Regions,Region 2,2019,32,971,4,1,0.514933,0.411946,0.102987
HHS Regions,Region 3,2019,32,645,4,1,0.775194,0.620155,0.155039
HHS Regions,Region 4,2019,32,2009,56,71,6.32155,2.78746,3.5341
HHS Regions,Region 5,2019,32,1439,2,0,0.138985,0.138985,0
HHS Regions,Region 6,2019,32,919,3,4,0.761697,0.326442,0.435256
HHS Regions,Region 7,2019,32,509,1,0,0.196464,0.196464,0
HHS Regions,Region 8,2019,32,479,1,0,0.208768,0.208768,0
HHS Regions,Region 9,2019,32,489,5,5,2.04499,1.02249,1.02249
HHS Regions,Region 10,2019,32,266,3,3,2.25564,1.12782,1.12782
HHS Regions,Region 1,2019,33,388,1,2,0.773196,0.257732,0.515464
HHS Regions,Region 2,2019,33,1003,4,1,0.498504,0.398804,0.0997009
HHS Regions,Region 3,2019,33,586,1,1,0.341297,0.170648,0.170648
HHS Regions,Region 4,2019,33,2137,47,75,5.70894,2.19934,3.50959
HHS Regions,Region 5,2019,33,1332,1,1,0.15015,0.0750751,0.0750751
HHS Regions,Region 6,2019,33,886,3,5,0.902935,0.3386,0.564334
HHS Regions,Region 7,2019,33,497,2,1,0.603622,0.402414,0.201207
HHS Regions,Region 8,2019,33,569,8,2,1.75747,1.40598,0.351494
HHS Regions,Region 9,2019,33,638,9,6,2.3511,1.41066,0.940439
HHS Regions,Region 10,2019,33,274,2,1,1.09489,0.729927,0.364964
HHS Regions,Region 1,2019,34,349,0,1,0.286533,0,0.286533
HHS Regions,Region 2,2019,34,914,10,1,1.2035,1.09409,0.109409
HHS Regions,Region 3,2019,34,603,0,0,0,0,0
HHS Regions,Region 4,2019,34,2552,61,101,6.34796,2.39028,3.95768
HHS Regions,Region 5,2019,34,1376,9,1,0.726744,0.65407,0.0726744
HHS Regions,Region 6,2019,34,1140,2,11,1.14035,0.175439,0.964912
HHS Regions,Region 7,2019,34,579,3,0,0.518135,0.518135,0
HHS Regions,Region 8,2019,34,519,3,0,0.578035,0.578035,0
HHS Regions,Region 9,2019,34,610,5,1,0.983607,0.819672,0.163934
HHS Regions,Region 10,2019,34,250,1,0,0.4,0.4,0
HHS Regions,Region 1,2019,35,405,3,0,0.740741,0.740741,0
HHS Regions,Region 2,2019,35,1001,9,2,1.0989,0.899101,0.1998
HHS Regions,Region 3,2019,35,703,1,0,0.142248,0.142248,0
HHS Regions,Region 4,2019,35,3242,89,200,8.91425,2.74522,6.16903
HHS Regions,Region 5,2019,35,1559,11,3,0.898012,0.705581,0.192431
HHS Regions,Region 6,2019,35,1213,6,7,1.07172,0.494641,0.577082
HHS Regions,Region 7,2019,35,676,2,1,0.443787,0.295858,0.147929
HHS Regions,Region 8,2019,35,630,4,1,0.793651,0.634921,0.15873
HHS Regions,Region 9,2019,35,778,9,7,2.05656,1.15681,0.899743
HHS Regions,Region 10,2019,35,299,8,0,2.67559,2.67559,0
HHS Regions,Region 1,2019,36,463,6,0,1.2959,1.2959,0
HHS Regions,Region 2,2019,36,1053,11,0,1.04463,1.04463,0
HHS Regions,Region 3,2019,36,817,2,0,0.244798,0.244798,0
HHS Regions,Region 4,2019,36,3472,75,207,8.12212,2.16014,5.96198
HHS Regions,Region 5,2019,36,1843,17,1,0.976668,0.922409,0.0542594
HHS Regions,Region 6,2019,36,1685,12,10,1.30564,0.712166,0.593472
HHS Regions,Region 7,2019,36,725,1,0,0.137931,0.137931,0
HHS Regions,Region 8,2019,36,705,5,2,0.992908,0.70922,0.283688
HHS Regions,Region 9,2019,36,735,6,8,1.90476,0.816327,1.08844
HHS Regions,Region 10,2019,36,318,1,2,0.943396,0.314465,0.628931
HHS Regions,Region 1,2019,37,722,10,0,1.38504,1.38504,0
HHS Regions,Region 2,2019,37,1283,12,1,1.01325,0.935308,0.0779423
HHS Regions,Region 3,2019,37,922,4,0,0.433839,0.433839,0
HHS Regions,Region 4,2019,37,3413,58,160,6.38734,1.69938,4.68796
HHS Regions,Region 5,2019,37,2475,44,3,1.89899,1.77778,0.121212
HHS Regions,Region 6,2019,37,1754,7,12,1.08324,0.399088,0.684151
HHS Regions,Region 7,2019,37,828,1,0,0.120773,0.120773,0
HHS Regions,Region 8,2019,37,706,2,1,0.424929,0.283286,0.141643
HHS Regions,Region 9,2019,37,795,8,3,1.38365,1.00629,0.377358
HHS Regions,Region 10,2019,37,468,6,0,1.28205,1.28205,0
HHS Regions,Region 1,2019,38,826,10,2,1.45278,1.21065,0.242131
HHS Regions,Region 2,2019,38,1535,12,2,0.912052,0.781759,0.130293
HHS Regions,Region 3,2019,38,1031,4,1,0.484966,0.387973,0.0969932
HHS Regions,Region 4,2019,38,3774,75,208,7.49868,1.98728,5.51139
HHS Regions,Region 5,2019,38,2930,29,7,1.22867,0.989761,0.238908
HHS Regions,Region 6,2019,38,1834,14,20,1.85387,0.763359,1.09051
HHS Regions,Region 7,2019,38,891,3,0,0.3367,0.3367,0
HHS Regions,Region 8,2019,38,818,4,2,0.733496,0.488998,0.244499
HHS Regions,Region 9,2019,38,782,3,9,1.53453,0.383632,1.1509
HHS Regions,Region 10,2019,38,634,8,2,1.57729,1.26183,0.315457
HHS Regions,Region 1,2019,39,1091,6,1,0.641613,0.549954,0.091659
HHS Regions,Region 2,2019,39,1748,11,2,0.743707,0.629291,0.114416
HHS Regions,Region 3,2019,39,1136,2,0,0.176056,0.176056,0
HHS Regions,Region 4,2019,39,4213,73,271,8.1652,1.73273,6.43247
HHS Regions,Region 5,2019,39,3312,24,7,0.93599,0.724638,0.211353
HHS Regions,Region 6,2019,39,1991,10,33,2.15972,0.50226,1.65746
HHS Regions,Region 7,2019,39,976,1,1,0.204918,0.102459,0.102459
HHS Regions,Region 8,2019,39,893,6,1,0.783875,0.671892,0.111982
HHS Regions,Region 9,2019,39,875,7,2,1.02857,0.8,0.228571
HHS Regions,Region 10,2019,39,1114,13,5,1.6158,1.16697,0.448833
HHS Regions,Region 1,2019,40,1071,3,1,0.373483,0.280112,0.0933707
HHS Regions,Region 2,2019,40,1723,7,0,0.406268,0.406268,0
HHS Regions,Region 3,2019,40,1119,5,4,0.80429,0.446828,0.357462
HHS Regions,Region 4,2019,40,3153,30,37,2.12496,0.951475,1.17349
HHS Regions,Region 5,2019,40,3819,12,7,0.497512,0.314218,0.183294
HHS Regions,Region 6,2019,40,2693,24,46,2.59933,0.891199,1.70813
HHS Regions,Region 7,2019,40,1071,2,1,0.280112,0.186741,0.0933707
HHS Regions,Region 8,2019,40,1098,12,3,1.36612,1.0929,0.273224
HHS Regions,Region 9,2019,40,2373,21,20,1.72777,0.884956,0.842815
HHS Regions,Region 10,2019,40,1731,20,5,1.44425,1.1554,0.28885
HHS Regions,Region 1,2019,41,1192,8,2,0.838926,0.671141,0.167785
HHS Regions,Region 2,2019,41,1919,7,5,0.625326,0.364773,0.260552
HHS Regions,Region 3,2019,41,1171,1,5,0.512383,0.0853971,0.426985
HHS Regions,Region 4,2019,41,3386,36,59,2.80567,1.0632,1.74247
HHS Regions,Region 5,2019,41,4119,14,5,0.461277,0.339888,0.121389
HHS Regions,Region 6,2019,41,3268,17,73,2.75398,0.520196,2.23378
HHS Regions,Region 7,2019,41,1243,7,0,0.563154,0.563154,0
HHS Regions,Region 8,2019,41,1151,10,5,1.30321,0.86881,0.434405
HHS Regions,Region 9,2019,41,2509,33,19,2.07254,1.31527,0.757274
HHS Regions,Region 10,2019,41,2155,13,8,0.974478,0.603248,0.37123
HHS Regions,Region 1,2019,42,1170,5,0,0.42735,0.42735,0
HHS Regions,Region 2,2019,42,2056,7,4,0.535019,0.340467,0.194553
HHS Regions,Region 3,2019,42,1389,9,2,0.791937,0.647948,0.143988
HHS Regions,Region 4,2019,42,3512,40,32,2.05011,1.13895,0.911162
HHS Regions,Region 5,2019,42,4404,13,9,0.499546,0.295186,0.20436
HHS Regions,Region 6,2019,42,3333,26,95,3.63036,0.780078,2.85029
HHS Regions,Region 7,2019,42,1365,0,0,0,0,0
HHS Regions,Region 8,2019,42,1333,10,13,1.72543,0.750188,0.975244
HHS Regions,Region 9,2019,42,2532,38,24,2.44866,1.50079,0.947867
HHS Regions,Region 10,2019,42,2037,24,8,1.57094,1.1782,0.392734
HHS Regions,Region 1,2019,43,1315,9,3,0.912548,0.684411,0.228137
HHS Regions,Region 2,2019,43,2104,18,7,1.18821,0.855513,0.3327
HHS Regions,Region 3,2019,43,1500,4,9,0.866667,0.266667,0.6
HHS Regions,Region 4,2019,43,3852,49,76,3.24507,1.27207,1.973
HHS Regions,Region 5,2019,43,5022,20,19,0.776583,0.398248,0.378335
HHS Regions,Region 6,2019,43,3440,33,169,5.87209,0.959302,4.91279
HHS Regions,Region 7,2019,43,1454,3,0,0.206327,0.206327,0
HHS Regions,Region 8,2019,43,1340,12,15,2.01493,0.895522,1.1194
HHS Regions,Region 9,2019,43,2609,36,42,2.98965,1.37984,1.60981
HHS Regions,Region 10,2019,43,1994,17,14,1.55466,0.852558,0.702106
HHS Regions,Region 1,2019,44,1280,4,2,0.46875,0.3125,0.15625
HHS Regions,Region 2,2019,44,2208,24,8,1.44928,1.08696,0.362319
HHS Regions,Region 3,2019,44,1505,4,5,0.598007,0.265781,0.332226
HHS Regions,Region 4,2019,44,3970,47,88,3.4005,1.18388,2.21662
HHS Regions,Region 5,2019,44,5114,18,19,0.723504,0.351975,0.371529
HHS Regions,Region 6,2019,44,3856,43,324,9.51763,1.11515,8.40249
HHS Regions,Region 7,2019,44,1462,3,2,0.341997,0.205198,0.136799
HHS Regions,Region 8,2019,44,1301,11,19,2.30592,0.845503,1.46042
HHS Regions,Region 9,2019,44,2635,49,62,4.21252,1.85958,2.35294
HHS Regions,Region 10,2019,44,2086,18,27,2.15724,0.862895,1.29434
HHS Regions,Region 1,2019,45,1366,5,4,0.658858,0.366032,0.292826
HHS Regions,Region 2,2019,45,2444,27,16,1.75941,1.10475,0.654664
HHS Regions,Region 3,2019,45,1717,7,14,1.22306,0.407688,0.815376
HHS Regions,Region 4,2019,45,4605,69,129,4.29967,1.49837,2.8013
HHS Regions,Region 5,2019,45,5617,31,16,0.836746,0.551896,0.28485
HHS Regions,Region 6,2019,45,5019,90,623,14.206,1.79319,12.4128
HHS Regions,Region 7,2019,45,1059,7,1,0.75543,0.661001,0.0944287
HHS Regions,Region 8,2019,45,1515,25,55,5.28053,1.65017,3.63036
HHS Regions,Region 9,2019,45,3339,141,167,9.22432,4.22282,5.0015
HHS Regions,Region 10,2019,45,2161,12,50,2.86904,0.555298,2.31374
HHS Regions,Region 1,2019,46,1583,7,5,0.758054,0.442198,0.315856
HHS Regions,Region 2,2019,46,2442,27,27,2.2113,1.10565,1.10565
HHS Regions,Region 3,2019,46,1901,7,13,1.05208,0.368227,0.683851
HHS Regions,Region 4,2019,46,5305,101,230,6.2394,1.90386,4.33553
HHS Regions,Region 5,2019,46,5681,46,49,1.67224,0.809717,0.862524
HHS Regions,Region 6,2019,46,5692,114,775,15.6184,2.00281,13.6156
HHS Regions,Region 7,2019,46,1085,20,12,2.94931,1.84332,1.10599
HHS Regions,Region 8,2019,46,1641,22,79,6.15478,1.34065,4.81414
HHS Regions,Region 9,2019,46,3786,165,274,11.5954,4.35816,7.23719
HHS Regions,Region 10,2019,46,2323,26,125,6.50022,1.11924,5.38097
HHS Regions,Region 1,2019,47,1694,18,9,1.59386,1.06257,0.531287
HHS Regions,Region 2,2019,47,2598,50,35,3.27175,1.92456,1.34719
HHS Regions,Region 3,2019,47,1884,10,19,1.53928,0.530786,1.00849
HHS Regions,Region 4,2019,47,6124,213,440,10.663,3.47812,7.18485
HHS Regions,Region 5,2019,47,6422,99,116,3.34787,1.54158,1.80629
HHS Regions,Region 6,2019,47,7341,216,1311,20.801,2.94238,17.8586
HHS Regions,Region 7,2019,47,2072,62,22,4.05405,2.99228,1.06178
HHS Regions,Region 8,2019,47,1880,28,118,7.76596,1.48936,6.2766
HHS Regions,Region 9,2019,47,3966,176,340,13.0106,4.43772,8.57287
HHS Regions,Region 10,2019,47,2516,31,171,8.02862,1.23211,6.7965
HHS Regions,Region 1,2019,48,1670,46,19,3.89222,2.75449,1.13772
HHS Regions,Region 2,2019,48,2642,91,71,6.13172,3.44436,2.68736
HHS Regions,Region 3,2019,48,1976,23,42,3.28947,1.16397,2.12551
HHS Regions,Region 4,2019,48,6004,273,521,13.2245,4.54697,8.67755
HHS Regions,Region 5,2019,48,6585,114,218,5.04176,1.73121,3.31055
HHS Regions,Region 6,2019,48,6081,230,987,20.0132,3.78227,16.2309
HHS Regions,Region 7,2019,48,2072,59,52,5.35714,2.84749,2.50965
HHS Regions,Region 8,2019,48,1899,37,188,11.8483,1.94839,9.89995
HHS Regions,Region 9,2019,48,3608,170,372,15.0222,4.71175,10.3104
HHS Regions,Region 10,2019,48,2861,36,323,12.5481,1.2583,11.2898
HHS Regions,Region 1,2019,49,2073,55,49,5.01688,2.65316,2.36372
HHS Regions,Region 2,2019,49,3044,115,98,6.99737,3.77792,3.21945
HHS Regions,Region 3,2019,49,2224,34,103,6.16007,1.52878,4.63129
HHS Regions,Region 4,2019,49,6507,296,425,11.0804,4.54895,6.53143
HHS Regions,Region 5,2019,49,8217,182,409,7.19241,2.21492,4.97749
HHS Regions,Region 6,2019,49,6986,297,990,18.4226,4.25136,14.1712
HHS Regions,Region 7,2019,49,2326,67,91,6.79278,2.88048,3.9123
HHS Regions,Region 8,2019,49,2265,77,230,13.5541,3.39956,10.1545
HHS Regions,Region 9,2019,49,4454,236,495,16.4122,5.29861,11.1136
HHS Regions,Region 10,2019,49,3833,67,571,16.6449,1.74798,14.8969
HHS Regions,Region 1,2019,50,2155,86,71,7.28538,3.99072,3.29466
HHS Regions,Region 2,2019,50,3356,211,217,12.7533,6.28725,6.46603
HHS Regions,Region 3,2019,50,2414,56,125,7.49793,2.3198,5.17813
HHS Regions,Region 4,2019,50,7298,602,651,17.1691,8.24884,8.92025
HHS Regions,Region 5,2019,50,9002,282,795,11.964,3.13264,8.83137
HHS Regions,Region 6,2019,50,5696,329,975,22.8933,5.77598,17.1173
HHS Regions,Region 7,2019,50,2882,130,288,14.5038,4.51076,9.99306
HHS Regions,Region 8,2019,50,2547,75,331,15.9403,2.94464,12.9957
HHS Regions,Region 9,2019,50,4763,279,582,18.0768,5.85765,12.2192
HHS Regions,Region 10,2019,50,4798,108,1062,24.3852,2.25094,22.1342
HHS Regions,Region 1,2019,51,2339,140,164,12.997,5.98546,7.01154
HHS Regions,Region 2,2019,51,3852,279,281,14.5379,7.24299,7.29491
HHS Regions,Region 3,2019,51,2895,124,275,13.7824,4.28325,9.49914
HHS Regions,Region 4,2019,51,8219,964,861,22.2046,11.7289,10.4757
HHS Regions,Region 5,2019,51,11492,560,1688,19.5614,4.87296,14.6885
HHS Regions,Region 6,2019,51,7910,626,1832,31.0746,7.91403,23.1606
HHS Regions,Region 7,2019,51,3374,192,561,22.3177,5.69057,16.6271
HHS Regions,Region 8,2019,51,3241,176,550,22.4005,5.43042,16.9701
HHS Regions,Region 9,2019,51,4911,468,831,26.4508,9.52963,16.9212
HHS Regions,Region 10,2019,51,6247,168,1536,27.2771,2.68929,24.5878
HHS Regions,Region 1,2019,52,3088,294,297,19.1386,9.52073,9.61788
HHS Regions,Region 2,2019,52,4347,489,531,23.4645,11.2491,12.2153
HHS Regions,Region 3,2019,52,3729,215,556,20.6758,5.76562,14.9102
HHS Regions,Region 4,2019,52,10192,1617,1127,26.9231,15.8654,11.0577
HHS Regions,Region 5,2019,52,14409,1034,2830,26.8166,7.17607,19.6405
HHS Regions,Region 6,2019,52,8631,1001,2118,36.1372,11.5977,24.5395
HHS Regions,Region 7,2019,52,4038,321,809,27.9842,7.94948,20.0347
HHS Regions,Region 8,2019,52,3626,298,685,27.1098,8.21842,18.8913
HHS Regions,Region 9,2019,52,5243,498,682,22.5062,9.49838,13.0078
HHS Regions,Region 10,2019,52,6721,213,1629,27.4066,3.16917,24.2375
HHS Regions,Region 1,2020,1,3613,357,466,22.7789,9.88099,12.8979
HHS Regions,Region 2,2020,1,5331,579,628,22.6412,10.861,11.7802
HHS Regions,Region 3,2020,1,4002,275,532,20.1649,6.87156,13.2934
HHS Regions,Region 4,2020,1,8846,1049,684,19.5908,11.8585,7.73231
HHS Regions,Region 5,2020,1,14992,972,2477,23.0056,6.48346,16.5221
HHS Regions,Region 6,2020,1,7925,794,1543,29.489,10.0189,19.47
HHS Regions,Region 7,2020,1,3934,294,619,23.2079,7.47331,15.7346
HHS Regions,Region 8,2020,1,3986,355,724,27.0697,8.90617,18.1636
HHS Regions,Region 9,2020,1,5635,661,691,23.9929,11.7303,12.2626
HHS Regions,Region 10,2020,1,6913,309,1300,23.275,4.46984,18.8051
HHS Regions,Region 1,2020,2,3978,414,614,25.8421,10.4072,15.4349
HHS Regions,Region 2,2020,2,5242,594,536,21.5567,11.3316,10.2251
HHS Regions,Region 3,2020,2,3741,303,464,20.5025,8.09944,12.4031
HHS Regions,Region 4,2020,2,7232,892,437,18.3767,12.3341,6.04259
HHS Regions,Region 5,2020,2,14086,1071,2049,22.1497,7.60329,14.5464
HHS Regions,Region 6,2020,2,7020,973,1160,30.3846,13.8604,16.5242
HHS Regions,Region 7,2020,2,3489,263,502,21.9261,7.53798,14.3881
HHS Regions,Region 8,2020,2,3868,400,577,25.2585,10.3413,14.9173
HHS Regions,Region 9,2020,2,6086,863,674,25.2547,14.1801,11.0746
HHS Regions,Region 10,2020,2,5975,336,915,20.9372,5.62343,15.3138
HHS Regions,Region 1,2020,3,4176,506,833,32.0642,12.1169,19.9473
HHS Regions,Region 2,2020,3,5113,668,546,23.7434,13.0647,10.6787
HHS Regions,Region 3,2020,3,3713,392,471,23.2427,10.5575,12.6852
HHS Regions,Region 4,2020,3,6683,877,359,18.4947,13.1228,5.37184
HHS Regions,Region 5,2020,3,13490,1473,2144,26.8125,10.9192,15.8933
HHS Regions,Region 6,2020,3,7639,1376,1071,32.033,18.0128,14.0202
HHS Regions,Region 7,2020,3,3463,277,599,25.296,7.99884,17.2971
HHS Regions,Region 8,2020,3,4123,579,657,29.9782,14.0432,15.935
HHS Regions,Region 9,2020,3,6627,1166,743,28.8064,17.5947,11.2117
HHS Regions,Region 10,2020,3,5289,398,597,18.8126,7.52505,11.2876
HHS Regions,Region 1,2020,4,4872,575,1160,35.6117,11.8021,23.8095
HHS Regions,Region 2,2020,4,5026,711,558,25.2487,14.1464,11.1023
HHS Regions,Region 3,2020,4,3866,450,547,25.7889,11.6399,14.149
HHS Regions,Region 4,2020,4,6882,906,389,18.8172,13.1648,5.65243
HHS Regions,Region 5,2020,4,14976,1952,2631,30.6023,13.0342,17.5681
HHS Regions,Region 6,2020,4,8059,1620,807,30.1154,20.1017,10.0136
HHS Regions,Region 7,2020,4,3585,460,654,31.0739,12.8312,18.2427
HHS Regions,Region 8,2020,4,4647,753,726,31.827,16.204,15.623
HHS Regions,Region 9,2020,4,7171,1465,726,30.5536,20.4295,10.1241
HHS Regions,Region 10,2020,4,5418,586,566,21.2625,10.8158,10.4467
HHS Regions,Region 1,2020,5,5581,807,1336,38.3981,14.4598,23.9384
HHS Regions,Region 2,2020,5,5504,840,657,27.1984,15.2616,11.9368
HHS Regions,Region 3,2020,5,4754,743,715,30.6689,15.6289,15.04
HHS Regions,Region 4,2020,5,7860,1176,446,20.6361,14.9618,5.6743
HHS Regions,Region 5,2020,5,17196,2776,3041,33.8276,16.1433,17.6843
HHS Regions,Region 6,2020,5,9767,2158,1075,33.1013,22.0948,11.0065
HHS Regions,Region 7,2020,5,4058,662,717,33.9823,16.3135,17.6688
HHS Regions,Region 8,2020,5,4941,864,664,30.9249,17.4863,13.4386
HHS Regions,Region 9,2020,5,7447,1507,612,28.4544,20.2363,8.21807
HHS Regions,Region 10,2020,5,5116,569,408,19.097,11.122,7.97498
HHS Regions,Region 1,2020,6,5607,902,1177,37.0787,16.087,20.9916
HHS Regions,Region 2,2020,6,5256,827,658,28.2534,15.7344,12.519
HHS Regions,Region 3,2020,6,4725,696,813,31.9365,14.7302,17.2063
HHS Regions,Region 4,2020,6,8184,1235,498,21.1755,15.0904,6.08504
HHS Regions,Region 5,2020,6,18179,3782,2881,36.6522,20.8042,15.848
HHS Regions,Region 6,2020,6,8906,1879,661,28.5201,21.0981,7.42196
HHS Regions,Region 7,2020,6,4415,812,809,36.7157,18.3918,18.3239
HHS Regions,Region 8,2020,6,4827,998,515,31.3445,20.6754,10.6692
HHS Regions,Region 9,2020,6,7174,1345,507,25.8154,18.7483,7.06719
HHS Regions,Region 10,2020,6,4595,484,268,16.3656,10.5332,5.83243
HHS Regions,Region 1,2020,7,4955,821,912,34.9748,16.5691,18.4057
HHS Regions,Region 2,2020,7,5146,856,477,25.9036,16.6343,9.26934
HHS Regions,Region 3,2020,7,4454,738,624,30.5793,16.5694,14.0099
HHS Regions,Region 4,2020,7,7511,963,348,17.4544,12.8212,4.6332
HHS Regions,Region 5,2020,7,17624,4133,2462,37.4206,23.451,13.9696
HHS Regions,Region 6,2020,7,8348,1808,538,28.1025,21.6579,6.44466
HHS Regions,Region 7,2020,7,4600,947,690,35.587,20.587,15
HHS Regions,Region 8,2020,7,5079,1134,460,31.3841,22.3272,9.0569
HHS Regions,Region 9,2020,7,6958,1455,437,27.1917,20.9112,6.28054
HHS Regions,Region 10,2020,7,4582,517,232,16.3466,11.2833,5.06329
HHS Regions,Region 1,2020,8,4465,785,588,30.7503,17.5812,13.1691
HHS Regions,Region 2,2020,8,4687,711,354,22.7224,15.1696,7.55281
HHS Regions,Region 3,2020,8,4053,671,407,26.5976,16.5556,10.0419
HHS Regions,Region 4,2020,8,6677,707,294,14.9918,10.5886,4.40318
HHS Regions,Region 5,2020,8,17952,4396,2139,36.4026,24.4875,11.9151
HHS Regions,Region 6,2020,8,8201,1779,448,27.1552,21.6925,5.46275
HHS Regions,Region 7,2020,8,4297,927,611,35.7924,21.5732,14.2192
HHS Regions,Region 8,2020,8,4598,1061,358,30.8612,23.0753,7.78599
HHS Regions,Region 9,2020,8,6065,1142,364,24.831,18.8293,6.00165
HHS Regions,Region 10,2020,8,4217,535,192,17.2397,12.6867,4.553
HHS Regions,Region 1,2020,9,4096,664,429,26.6846,16.2109,10.4736
HHS Regions,Region 2,2020,9,4885,755,308,21.7605,15.4555,6.30502
HHS Regions,Region 3,2020,9,4044,684,277,23.7636,16.9139,6.84965
HHS Regions,Region 4,2020,9,5927,590,215,13.5819,9.95445,3.62747
HHS Regions,Region 5,2020,9,16704,3991,1560,33.2316,23.8925,9.33908
HHS Regions,Region 6,2020,9,6791,1312,280,23.4428,19.3197,4.1231
HHS Regions,Region 7,2020,9,4320,879,513,32.2222,20.3472,11.875
HHS Regions,Region 8,2020,9,4512,1005,290,28.7012,22.2739,6.4273
HHS Regions,Region 9,2020,9,6253,1092,334,22.8051,17.4636,5.34144
HHS Regions,Region 10,2020,9,4895,741,157,18.3453,15.1379,3.20735
HHS Regions,Region 1,2020,10,3693,539,252,21.4189,14.5952,6.82372
HHS Regions,Region 2,2020,10,4894,614,189,16.4078,12.546,3.86187
HHS Regions,Region 3,2020,10,3959,665,228,22.5562,16.7972,5.75903
HHS Regions,Region 4,2020,10,7062,710,213,13.07,10.0538,3.01614
HHS Regions,Region 5,2020,10,16773,3836,1242,30.2748,22.8701,7.40476
HHS Regions,Region 6,2020,10,7429,1219,298,20.42,16.4087,4.01131
HHS Regions,Region 7,2020,10,2904,553,320,30.062,19.0427,11.0193
HHS Regions,Region 8,2020,10,4751,1049,194,26.1629,22.0796,4.08335
HHS Regions,Region 9,2020,10,6143,877,281,18.8507,14.2764,4.57431
HHS Regions,Region 10,2020,10,6541,988,161,17.5661,15.1047,2.4614
HHS Regions,Region 1,2020,11,3792,475,214,18.1698,12.5264,5.64346
HHS Regions,Region 2,2020,11,5322,532,145,12.7208,9.99624,2.72454
